id,x,y,private,duration
0,1c05f7fd60d2414010a7c1f782c76c6da915bb58e80933f1ac7b299bb677c19a,eefd9ae4e2e125b136d4b93ae9952e27772b6a92c9dfddcc5ed71ea73c553b66,a2b15f8156415786d3b25281379dea7d07a24111be6f6145b332b1dc4cb347ab,0.014882100
1,dafab59a356ef95c79c9717d926dab133ba2686c28b943b5c17a55899d8824b9,2ca968913c43b7281e3fb0ebe098f60c0c28e16eb56a2d07b2b5dc84e8d1c3da,0ff9c004278b3ff6a30f51cb6f8116856eb00ff568edccfc558aef0f45f0d473,0.014821121
2,994fdb7df4db80054137a80a57eb25d4f8c3d01b82c83d2f4f0baba32c7ab595,b46b025dd8a00f4b017bfbb3c151cc8f30779cdcbc4d54decda38160d38b78aa,bbfb04db4f68e4f3f187e2d25cc7bb07ce4b71e0f4cc82f758e07d0c3dfeb153,0.014824745
3,d882a5eb3db8a14bc0433d6e4cd51ba3db2f7edd7e39157eeebe7dbc6512c4f8,3fa3c850861fa897fb020e2c1b245d7d75db1ef7047ffeec805b15ebc4752de8,0c8cf00660ab540e1d22adc68f96210ee18bd7ab1509e57cd18c70840f21b708,0.014751691
4,f19e8f04c33e0b65b742fe3572dc7f11d9c055369164a894e1a061480134ac79,40dcb8cff8a1127b057e5f7647f36266cbb18b552443fe43c75a7799ff751c81,7fe1892b3ae3a97136b203765c7d9b290fed69bfc2d2a4eb471dcea255f5642c,0.014872174
5,b3c383ff06d75df8e7a393e4f358a408bfd83661a599824e24d939c6a0017f64,90af41f6743ebbdd530eee9cdb4c7d22b9c137fb73233afdbd917025d9e67d81,335b07a8f1e228994b72b7220e0930d58d9ecf773489afe543e708f3af4f415e,0.014858711
6,b28dff7eb0131404033ff164d7d0bc1ab1f67baa21d13d6418ec84dc8adde480,7a0676497190dcb860fc234412b3bb4df8496cfff42e8467f7ca75d6e39ea0ae,e58fcadcc800ae279f567473b2eb52c263d908681c54fb09591530274fc083a6,0.014935860
7,d5d088841bf67dd2065dcf9c7700113791fef2f410fb7b434b233163a67bd16f,7c744f1a06eb2ae473970ed6654439066f3705217304b08977efc2a1a19c970f,6baa17aa06ed8afd6bff5e79aa7df31c364c56a92f3e028993390c4515a24b60,0.014911018
8,3708c84bff561c104897074be6947d6b3719ee8a1bc9faa2274a62aff2a3556b,8ddc11e668bed078c042195720b5c415912ea1f3967d6e49183267e8fe10bd96,95eef7e81ab763193fd43fd1fc8f8e7cd2595fcdab84d336a0e525a9fff3ace0,0.014859533
9,c652505496f9ea18cee4bed9f25c2060039e28fbc79a3a84155dd13aef2d722f,4a46d6e26a1bb4561a7bc2c54bbacaa59571d2c3bcee7e519ff0f24cdf265b09,5a10eb1e0414460d8b25497960d181612b7d4479d296ec39faaa64dbf69c4f9b,0.014877038
10,84a24af5581d27baa2296712eebd57ba724820adb235ef951a32ff7756e33d2d,234c4286c25aee7e24255fb9eb3c38dcf7d58fe80d1969762ca620e985f7750c,a5883d2e680e93bb3c1bf86de70d3b315403071d34d2ae8a74d6144c37aa1c8b,0.014863422
11,9e5d6238a98788602ce0aff8bf92ed6efcb1212d1481b910f379aa67e59e5e6e,246c9325f1d804df142daa547169d608b356e96444d659c1768d21287c0ddb1e,35a27d13072f7ea1b4b1131a084de97e504e68a8270aa3f04d5573c214b4316a,0.014872950
12,40b17e31376065e1776ba48ee7df4b13b66fafe6a46f6d7acfb5ea698b4ef72e,2183b80bc2b6c4a07b472c2ba7cd165fab2bf013abf4def6888e0c5ca54d3a93,2ce01f93d11b4ad0ef964da2ca0e8e968635b3cfccda4ebe919121179b77fbae,0.014915052
13,851b7b7da3b3e0fdd0ad99a8143bc0d00c93f3a7d601b3abc3ebd71e4d3c9693,84e1a6bce2e4faa49c6fb21e024862d98226ec18fb0d79d08656b10e2b075d18,4cfbc4a616194ad67b31916fd47f1eeb02e226416a545b09a4009b9a72eaa846,0.014912514
14,bf5bac57a9968146a2642df548961c749ca54d41fe2666172168387f7c50f4c2,666154f673ded93d18e1260486462d64059e52f3f731739a6a9fa3994797486b,9b67b3b2eeba52de10b4764f75c63eb16a6eba9daeb4dd50c7506b00f841c2f2,0.014888710
15,1bd8588408838f050bf75ab9f885f202e4f5a32633f3bf54e8121513d647058c,8e83fb45aa8a8c7205581478b3e6df6b456b41e11ec6fd584cb01b7cdfaf0954,68d8a956c54ec1eef2ef231d6cdad3c34f1a974d4d844c49343e0ce3cb7e2a57,0.014531814
16,287e13c03698bfac5c39fbb58377f37270bb2b57816b04bae3bd77bbaf35b018,9ee55d0ef9e540cad2e38dfb7e2fe5e2f915cee1f4b75e32da0be1548bb51822,7d1fb419aa0aa39e23a6cd7bdc3484f927c3efcbe4de74a24149f1b52552b3e8,0.014719780
17,4b4de37c2dd2db6c368c858f0efdd3a735eeaa2323ae82455f1f6cf4a907eefd,5712735b778280da9e1142454833eb3c61e0ef91f7490c5b79b0103757b2c856,c3f42e825cbdd61885303d28aa2f0af9a46c844dbbee2efef9880bd8cfd72222,0.014743481
18,f8cebdb0b269c099ce38cd07336da74d070d239172e40b4688d6a5ede773a5c6,2263390137e3f2fa4caf6ec66e16cd51da8a846b142a570a10455a43bf0016e4,c85f5afc11131ef64aeca4041d4ecb7177ee1252beb99bc6fb8b25fc79329119,0.014807889
