id,algorithm,curve,digest,signature_r,signature_s,private_key,public_key_x,public_key_y,nonce_point_x,nonce_point_y,duration,duration_extra,return_code
0,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d531045c56e09c6bec63038a54102c3f71cbe252c94565d3ff5d0c1ebf109f14,9b44316fd0ffde6345306799df82b7a19d843f6ab61feecc382cced821061447,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.054182655,0.000000000,0000
1,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,84538f2acc1cf81561be48a205ce30001e6b9f6f5592f920c07db40313b34608,30d0fcdb820ef071e9ae32c17bf48a9f887ae8782a6fcb04014f43c6d1279e9c,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053995340,0.000000000,0000
2,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,48311c9e7327ae7e36f18a1fe85f7f38d784e6e3f630a6460306cd4acb995c96,279cac86b6260c7a4a6d063d4c1e38b99e93ab38d27f54db0269227e39c72684,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053039349,0.000000000,0000
3,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,464aabdad0ca4f2ca50ebf88f3d3f0d80251ac38ac47782ca097b99460e9dec7,4a0ad733913c60cac985e12bd570c556a260d49d907c85b5d8f6834f941a413c,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053960872,0.000000000,0000
4,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8b1290f1e09f783871b8623879888e43c26d421db06322a03106f26039f909fa,0a7bd4f18c3ac645df61b9e6fa62e0db1b788cbdf41e1b0ca814f56e6cee76b1,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053926478,0.000000000,0000
5,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d44ffb20db9798e8a64f1fc61e790e912264314d07ec42df279bdc9bdef71b5e,931508f19d9ee1f5a44b2f105a07cf2f84389853ee6f072222f48546b969be9b,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.054309311,0.000000000,0000
6,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,28b11c09f27794c8df0e26165995080271ec001f3aaf029e4b44a0f3243e4472,d3f684bebef586563da72adbd18d6095ad387aaefcbff253b3a2741048048760,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.054044211,0.000000000,0000
7,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,342efbeaf30c297f514589651bed93c4fee5addfa70854300c165d272d7c6f7e,ea258eecc342ba9fcf50e0f025d3228d8ddfe6cfc6f3baf7a7138b0fb5f013da,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.054056386,0.000000000,0000
8,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6790fea49db2e89394203ae58c71a85f27de8d2604c4f5d02837913d210212e5,ef3a71955b92794d8bdc6696b1648b29b472324b35b5a95403ededb84105bacd,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.054054294,0.000000000,0000
9,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e5b45281d31dd89dede2d512ab62f26ed90860ceeccfa0ce3c01827c729f9c36,8a4c19aaa7dfdc950823d8864c38989f6c87e9f587c2a44bbab53b8b12fb25ba,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.054104005,0.000000000,0000
10,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9be3c8482cd115481e58b499628b888d029de37dcbb8a15706a2a0adf13f3e58,027dbd54d173f94f20477aa267e2431ba32180b9b62d599f8e927f7ff477c375,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053629845,0.000000000,0000
11,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6f3d386fff0dab273c450cdbe2dfb22f3b4019f35452be1f47a57665d2afcbb0,af36b36fc46e46aa599efd66d5a0f66aae3cc35927e2c3ce0981824884ba9da4,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053635085,0.000000000,0000
12,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d66d92d56a9bbd6a17a0a24e6cf40ca6496445f89687d13126c13a5d91d6f50,78bb533bb8a4d80dc9a216defd2921107b46a2459df1c2a582f8fb9892d6a215,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053977875,0.000000000,0000
13,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4887c7a303ab3a0fcf0ee7e06650c2b1b69442ac34a5b220a2c0bd500d80fcc8,ff336528dc7fa23dffc9cf513886522dfcc77f4a1e205d3077c933e7cfa73201,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053914853,0.000000000,0000
14,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e025dee42fa33311c4d4260019bf9b036c8beea49c156634a216399b0717156d,34dae4a03dbfd12f5a08c01709635261b1109ec3f5b4a4e09b5a7462e5686dd2,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.054047690,0.000000000,0000
15,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ba99df8d21a13863756ce1a1112a22bca3c4aa68341d64409afb09bfe91c25ba,24d9b62a859a64010f80dec7ae390674c97ee15fc9d8c17e5e86474c47f161ec,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053960759,0.000000000,0000
16,001c,0003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,38e3bdd6565dca79ea624761e03c7acb25e08af6971ca97f2548491a9be49c18,28e62d9cef365e67138a0b8a4f0630dfdfec3935d50b65115f4a8db6a4494046,886b38e6519cb08dc60ef690d592724c55ca22ef218e9f4a8a5eee533a234353,1210bf3c3571342fd4737ee013341b36959dfa0490015e53b77c8058ce12914f,b40fa382f58e972f2b8f5dbcc906c7c64ca038a0d9a9b7b216ec2c088e24ed0a,,,0.053984749,0.000000000,0000
