id,x,y,private,duration
0,4cf143b4825f6a9af6758290a61ae75dbfb8036388330d5047f6cbb9dea098f0,d8183696bcd0fd651d380ebc2fa2438592ad10c7671c20fcda38c4b6b381a433,3c79954358945e4f4550738d4d79e67d59ef6bbf3a0697493967cb0b2b721edd,0.014877589
1,06dfd50963cdc7a4f05391f3a2f574b43dc5977e0f8f6bb9f7525d71f565aabe,644f9c80065d051998b7074042d337eae820a1cbb32a776b7850e8b323350005,70bfc21ed481b53077bf43cab075e79be9aaebb31fe30e261d50af56097d7a7b,0.014845080
2,ac08a84e18354ed71d4e89ac8f7af6ce7827e6207857a241011fc6c0f313d6e3,efde8545c5fe0a98f9877d7a6d87023cfccf14faec70dbde3732b42f577806bc,ef1d007818804fe2dfb33aa095740641da2c6e263d9a3b19f8704ebfb849d6dc,0.015674020
3,6e10ca093998fe444f4416df352644c2d8bb7d32d31c0e25bd30e9379830f0be,618a53c3a5b75756f6cab742fdb34fb8891c1a6609c874028a5442185c7356cc,da34eb77171d95848b12e48d65802b1552dfd306245116d70285466afe8a2981,0.015666394
4,87825c4fe9afea62f81272735c3f4b1957f710c4179e86bb5ffe9b238dda018f,713e016aa665d15df0f792c85562edfc8b57fa41f6df7fb0bf7c43f142738cbd,02cfb892e1e2bdcab295e555c975597bffa257cccd347a33de4ae63655b2c9df,0.015706481
5,69bc0cd383b90927c8ab1037668430aea639e5e04024cd4bbcf19ad460a4e7a6,811c91d6e6af25ca7920652c55aa60833a3bc8f99e158b251e8455109b40e434,2257c1c11d15406371cafc1010967d1c59dcb4628410f528ed9a4373d63a1120,0.015708917
6,df025fce436fc0d487812464f67bfa34d5055c07f68c3270f62523bdfd56eab1,973f580793e7cb14e6bc927ae753ecb22f7fe9bcb15edc792edad823d578cbdb,eb9565ac6134790d3ebee81555da97d9c14110a30ff138298e9a20ed7aa7b3e7,0.015681955
7,856c50a50b3ebbcdffe0ed56eed438b906c0cf83999f91a81fa34cb66a6bdc66,684b6bd1eb4c7ef10e48ff0db58d783abcab57755f2403b91d570bb7bcf1d254,67ce1746cb01f52753c55b1b4f776596b21699841c1e3a777f77d402d05234b3,0.015662475
8,6d1e6bf2266af29423798e73729c852ab1ea1922a09835398ef5fa6d6b4f7a22,2c6051f46349cf7e1195ac678b7c06942742977d3bb6ef60a51c2692684725d7,0fcd9c22bbdfe5d531d9e2c24ec157dd831892bb839776c2f4e067c5213cc8f4,0.015715429
9,1c470e3fafe1b47c3aa7dd90dc58a68efc913c297f4f1a85739a8fb591be89af,d39e3bea9bd9cee666dca342996f5089574958c79b90b98105ede6ac904cfc42,0dd58b9cbc48d99e258a79fb4e8c7184f28d2eead67763568fbcb31d83a3cf09,0.015674516
